Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount,ai_summary
"Are You Normal About Sex, Love, and Relationships?","When it comes to sex and love, how do you fit in? Are you...ahem, normal? Do you conform to the type, standard or pattern, the way MOST people do? In the bedroom--and elsewhere where we copulate--we're both entirely predictable and utterly surprising. *Would you try to conceive without your partner's consent if you wanted a baby? *What's sexier: suits, slacks, or jeans? *Do you slant to the right or left when kissing? *Have you ever lied to get a date? Marketing guru Bernice Kanner has spent many years researching how Americans love and lust to give us the statistics to satisfy our every curiosity. People talk about sex a lot--a worry about it even more. So pull up a chair and see how you compare...",['Bernice Kanner'],http://books.google.com/books/content?id=cjB5_pIOa8gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=cjB5_pIOa8gC&printsec=frontcover&dq=Are+You+Normal+About+Sex,+Love,+and+Relationships%3F&hl=&cd=1&source=gbs_api",St. Martin's Griffin,2004-01-15,https://play.google.com/store/books/details?id=cjB5_pIOa8gC&source=gbs_api,['Psychology'],1.0,"This book is recommended for those who make speeches, write lifestyle articles, or are curious about intimate behavior statistics. It includes a range of intriguing statistics, from surprising (6% of marriage proposals happen over the phone) to expected (95% have experienced heartache) to shocking (82% of women prefer a love letter over diamond earrings). These facts are praised as entertaining and insightful, ideal for enriching lectures or sparking conversation. The review suggests a positive reception for its engaging content, with no direct negative feedback mentioned."
"From Dissertation to Book (Chicago Guides to Writing, Editing, and Publishing)","When a dissertation crosses my desk, I usually want to grab it by its metaphorical lapels and give it a good shake. “You know something!” I would say if it could hear me. “Now tell it to us in language we can understand!” Since its publication in 2005, From Dissertation to Book has helped thousands of young academic authors get their books beyond the thesis committee and into the hands of interested publishers and general readers. Now revised and updated to reflect the evolution of scholarly publishing, this edition includes a new chapter arguing that the future of academic writing is in the hands of young scholars who must create work that meets the broader expectations of readers rather than the narrow requirements of academic committees. At the heart of From Dissertation to Book is the idea that revising the dissertation is fundamentally a process of shifting its focus from the concerns of a narrow audience—a committee or advisors—to those of a broader scholarly audience that wants writing to be both informative and engaging. William Germano offers clear guidance on how to do this, with advice on such topics as rethinking the table of contents, taming runaway footnotes, shaping chapter length, and confronting the limitations of jargon, alongside helpful timetables for light or heavy revision. Germano draws on his years of experience in both academia and publishing to show writers how to turn a dissertation into a book that an audience will actually enjoy, whether reading on a page or a screen. Germano also acknowledges that not all dissertations can or even should become books and explores other, often overlooked, options, such as turning them into journal articles or chapters in an edited work. With clear directions, engaging examples, and an eye for the idiosyncrasies of academic writing, From Dissertation to Book reveals to recent PhDs the secrets of careful and thoughtful revision—a skill that will be truly invaluable as they add “author” to their curriculum vitae.",['William Germano'],http://books.google.com/books/content?id=Ro7zAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=Ro7zAgAAQBAJ&printsec=frontcover&dq=From+Dissertation+to+Book+(Chicago+Guides+to+Writing,+Editing,+and+Publishing)&hl=&cd=1&source=gbs_api",University of Chicago Press,2014-02-27,https://play.google.com/store/books/details?id=Ro7zAgAAQBAJ&source=gbs_api,['Reference'],2.0,"The reviews for Germano's book on converting a dissertation into a book offer a mix of positive and negative feedback. Positively, many readers found it practical and helpful, particularly for new scholars who struggle with the transition from dissertation to book, appreciating Germano's realistic insights into academic publishing. His advice on writing style and structure, though perceived as wordy and repetitive, was deemed useful by some. Negatively, critics argued that the book's advice is often redundant or obvious, and limited in scope, primarily focusing on young academics aiming for traditional academic publishing. Some suggested alternative resources like Beth Luey's ""Revising Your Dissertation."""
Active Learning,"Presents learning activities for the beginning and middle of a teaching session in a middle or secondary classroom, and features concluding exercises to encourage reflection, retention, and application.","['Mel Silberman', 'Melvin L. Silberman']",http://books.google.com/books/content?id=9x9T2_WEAM8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=9x9T2_WEAM8C&q=Active+Learning&dq=Active+Learning&hl=&cd=1&source=gbs_api,Prentice Hall,1996,http://books.google.nl/books?id=9x9T2_WEAM8C&dq=Active+Learning&hl=&source=gbs_api,['Education'],1.0,"""Active Learning: Increasing Flow In The Classroom"" by Pat Hollingsworth and Gina Lewis is highly praised as an innovative guide for teachers. Users commend its practical and easy-to-implement ideas aimed at fostering an engaging and relaxed learning environment. The book is recommended for enhancing educational experiences across all grade levels, from preschool to twelfth grade. Despite its positive reception, specific critiques are not mentioned in the reviews provided."
The Complete Idiot's Guide to Understanding Ethics,"Ethics are more than a personal philosophy. From the crimes of Bernie Madoff to the accusations of war crimes and torture to the massive greed-inspired fraud perpetrated by the financial institutions around the world, this new edition of The Complete Idiot's Guide® to Understanding Ethics, Second Edition, helps clarify the history and evolution of ethics and their application to real life in the twenty-first century. ?Covers ethics in such hot button topics as politics, war, medicine, and business and finance ?Features up-to-date ideas on ethical behavior on the Internet when dealing with privacy issues ?Discusses the personal ethics surrounding reproductive issues","['David Ingram, Ph.D.', 'Jennifer A. Parks, Ph.D.']",http://books.google.com/books/content?id=IN8LN5ksrscC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=IN8LN5ksrscC&printsec=frontcover&dq=The+Complete+Idiot%27s+Guide+to+Understanding+Ethics&hl=&cd=1&source=gbs_api,Penguin,2010-08-03,http://books.google.nl/books?id=IN8LN5ksrscC&dq=The+Complete+Idiot%27s+Guide+to+Understanding+Ethics&hl=&source=gbs_api,['Philosophy'],1.0,"The book receives mixed reviews, appreciated for its concise, accessible presentation of ethical theories and practical applications, making it suitable as an introductory resource. Positive feedback highlights its readability, structured format, and usefulness for students struggling with complex theories. However, it receives criticism for oversimplifying and presenting a biased view favoring politically liberal positions, neglecting deeper exploration of alternative perspectives. Some reviewers find it a shallow and poorly constructed overview lacking depth and rigorous argumentation. While it serves well as a stepping stone for beginners, it disappoints readers seeking comprehensive and nuanced discussions of ethical concepts."
"Full Woman, Fleshly Apple, Hot Moon: Selected Poems","Mitchell has selected 49 poems and brought them to life for a whole new generation of readers. [He] focuses on the poetry of Neruda's ripeness, from the first book of Elemental Odes, published when he was fifty, to Full Powers, published when he was fifty-eight, eleven years before his death. Full Woman, Fleshly Apple, Hot Moon is a bilingual edition, with the English translation facing Neruda's original Spanish text. --HarperCollins Publishers.",['Pablo Neruda'],http://books.google.com/books/content?id=5-AcAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=5-AcAQAAIAAJ&q=Full+Woman,+Fleshly+Apple,+Hot+Moon:+Selected+Poems&dq=Full+Woman,+Fleshly+Apple,+Hot+Moon:+Selected+Poems&hl=&cd=1&source=gbs_api",HarperCollins,1997,"http://books.google.nl/books?id=5-AcAQAAIAAJ&dq=Full+Woman,+Fleshly+Apple,+Hot+Moon:+Selected+Poems&hl=&source=gbs_api",['Poetry'],1.0,"This compilation of Pablo Neruda's poetry, featuring selections from his Odes, Love Sonnets, and other works, showcases the vastness of his verses in both content and emotion. The title sonnet, ""Full Woman,"" is a highlight among these poems. The reviewer finds all the Odes particularly delightful, praising Neruda's ability to evoke both an other-worldly and familiar perspective. The book is appreciated for its high-quality presentation of Neruda's work, but the review does not mention any specific negative feedback, suggesting a largely positive reception."
Essential Psychopharmacology of Depression and Bipolar Disorder (Essential Psychopharmacology Series),"Relying upon the best-selling third edition of Stahl's Essential Psychopharmacology, Dr Stephen M. Stahl has revised chapters covering depression and bipolar disorder for this edition. Significantly revised and expanded it is essential for professionals treating depression and students needing a straight forward illustrated guide to drug mechanism and current research. It includes advances in neurobiology and recent clinical developments to explain with renewed clarity clinical advances in antidepressant therapy and includes new coverage of sleep disorders and disorders of impulse control. The fully revised text is complemented by many new illustrations and enhanced to reflect new knowledge and topics not covered in the previous edition. More than one-third longer than the previous edition, it is essential reading for professionals treating psychosis and students learning the mechanisms of drug reactions. Intended as a primer text covering all aspects of treatment for psychosis and related conditions, this concise volume can nevertheless be read cover to cover by experts and novices alike. Accreditation and Credit Designation Statements The Neuroscience Education Institute is accredited by the Accreditation Council for Continuing Medical Education to provide continuing medical education for physicians. The Neuroscience Education Institute designates this educational activity for a maximum of 90.0 AMA PRA Category 1 Credits(tm). Physicians should only claim credit commensurate with the extent of their participation in the activity. Sponsorship Information Sponsored by Neuroscience Education Institute Support This activity is supported solely by the sponsor. Neither the Neuroscience Education Institute nor Stephen M. Stahl, MD, PhD has received any funds or grants in support of this educational activity.",['Stephen M. Stahl'],http://books.google.com/books/content?id=zqvVZOea2JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zqvVZOea2JAC&printsec=frontcover&dq=Essential+Psychopharmacology+of+Depression+and+Bipolar+Disorder+(Essential+Psychopharmacology+Series)&hl=&cd=1&source=gbs_api,Cambridge University Press,2008-03-27,http://books.google.nl/books?id=zqvVZOea2JAC&dq=Essential+Psychopharmacology+of+Depression+and+Bipolar+Disorder+(Essential+Psychopharmacology+Series)&hl=&source=gbs_api,['Medical'],2.0,"This book receives high praise for its accessible and engaging presentation of complex and current information on bipolar disorder. Reviewers, including a long-time member of the bipolar community, appreciate its clarity and the ability to digest the material at one's own pace. The book is noted for its visual and textual integration, making learning enjoyable and effectively communicating nuanced aspects of mental health. It's highly recommended for patients, medical professionals, and educators due to its authoritative content and user-friendly approach. Overall, the book is acclaimed for transforming a complex subject into an understandable and pleasurable read without noted negatives."
Knots,"Rolfsen's beautiful book on knots and links can be read by anyone, from beginner to expert, who wants to learn about knot theory. Beginners find an inviting introduction to the elements of topology, emphasizing the tools needed for understanding knots, the fundamental group and van Kampen's theorem, for example, which are then applied to concrete problems, such as computing knot groups. For experts, Rolfsen explains advanced topics, such as the connections between knot theory and surgery and how they are useful to understanding three-manifolds. Besides providing a guide to understanding knot theory, the book offers 'practical' training. After reading it, you will be able to do many things: compute presentations of knot groups, Alexander polynomials, and other invariants; perform surgery on three-manifolds; and visualize knots and their complements.It is characterized by its hands-on approach and emphasis on a visual, geometric understanding. Rolfsen offers invaluable insight and strikes a perfect balance between giving technical details and offering informal explanations. The illustrations are superb, and a wealth of examples are included. Now back in print by the AMS, the book is still a standard reference in knot theory. It is written in a remarkable style that makes it useful for both beginners and researchers. Particularly noteworthy is the table of knots and links at the end. This volume is an excellent introduction to the topic and is suitable as a textbook for a course in knot theory or 3-manifolds. Other key books of interest on this topic available from the AMS are """"The Shoelace Book: A Mathematical Guide to the Best (and Worst) Ways to Lace your Shoes"""" and """"The Knot Book"""".",['Dale Rolfsen'],http://books.google.com/books/content?id=naYJBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=naYJBAAAQBAJ&printsec=frontcover&dq=Knots&hl=&cd=1&source=gbs_api,American Mathematical Soc.,2003,https://play.google.com/store/books/details?id=naYJBAAAQBAJ&source=gbs_api,['Mathematics'],1.0,"The collection of reviews presents contrasting opinions about two different books, both likely titled ""Knots."" 

The first book is praised for its practical guide on knots, offering clear instructions, a range of knots, and serving both beginners and experienced readers well. It is described as a concise and useful reference, with minor criticisms regarding the book’s physical quality and print issues.

Conversely, the second book, attributed to R.D. Laing, is a divisive, abstract work exploring human relationships through metaphoric ""knots."" While some appreciate its thought-provoking, poetic style and psychological insights, many criticize it for being pretentious, unclear, and lacking practical application, with poor print quality also noted. The book's enigmatic content yields mixed responses, from intrigue to disappointment, with readers divided over its literary merit and utility."
Drums For Dummies,"Explore techniques that develop your rhythm Learn the tips and tricks of different drumming styles Follow the steps to set up and tune a drum kit Dreaming of drumming? Here's where to start! Do you find yourself tapping on the tabletop whenever music plays? It's time to turn table-drumming into the real thing. The simple, easy-to-follow advice in this book gets you going, whether your goal is to start a band or just to play for your own enjoyment. Conquer the basics of the drums while you discover the different rhythms of rock, blues, Latin, and other music styles. You'll also find advice on playing other percussion instruments, buying and maintaining a drum set, performing for an audience, and much more. Inside... Begin with basic rhythms Learn fundamental techniques Choose the perfect drum set Find out how to tune drums Explore rhythms from around the world Discover how drums are used in different musical styles",['Jeff Strong'],http://books.google.com/books/content?id=9C3rDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=9C3rDwAAQBAJ&printsec=frontcover&dq=Drums+For+Dummies&hl=&cd=1&source=gbs_api,John Wiley & Sons,2020-07-21,http://books.google.nl/books?id=9C3rDwAAQBAJ&dq=Drums+For+Dummies&hl=&source=gbs_api,['Music'],1.0,"""Drums for Dummies"" by Jeff Strong receives high praise for its comprehensive coverage of a wide range of percussion instruments, clear instructions, and the included CD, which aids in learning rhythms and techniques. Reviewers appreciate the book's accessibility for beginners and its value for more experienced drummers seeking to explore different styles, such as Jazz, Rock, R&B, Latin, and more. However, criticisms include the book's organizational layout, limited detail on practice techniques, and inadequate audio sample labeling. Some readers find the Kindle version lacking due to missing audio and suggest supplementing the book with live instruction for better mastery."
Cuba Diaries,"The face of modern-day Cuba is in many respects still frozen in the 1950s, with its classic American cars, horse-drawn carriages and colonial Spanish architecture. In a country where taxi drivers earn more than doctors, understanding Cuba is a compelling but never-ending task. In the early 1990s, after the fall of the Berlin Wall, Cuba was plunged into crisis. Having been subsidized by the Soviet Union to the tune of $3 million a day, the country's economy entered freefall. The ban on the US dollar was lifted, the floodgates of tourism opened and the salaries of Cubans in contact with foreigners went into orbit. Into Castro's fortress of dollar-fuelled hedonism and communist austerity came the American wife of a European energy consultant posted to Havana, and their two small children. Isadora Tattlin befriended Cubans from all walks of life, gave dozens of parties - even Fidel Castro came to dinner! - and kept a daily diary. The result is a remarkable testimony to a unique period in Cuba's history when el triunfo de la revolucion was beginning to clash with the powerful lure of multinational consumerism.",['Isadora Tattlin'],http://books.google.com/books/content?id=BoWGVwuh_NYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=BoWGVwuh_NYC&printsec=frontcover&dq=Cuba+Diaries&hl=&cd=1&source=gbs_api,Random House,2012-04-24,https://play.google.com/store/books/details?id=BoWGVwuh_NYC&source=gbs_api,['Travel'],7.0,"The reviews highlight the book's fascinating details, though some readers are skeptical about the authenticity of certain stories, suspecting them to be urban myths. Additionally, there's a humorous critique regarding the excessive use of toilet paper mentioned in the book."
"Four Paws, Five Directions: A Guide to Chinese Medicine for Cats and Dogs","Suitable for animal lovers seeking an alternative to Western medicine, and students of veterinary science, this book places special emphasis on uncomplicated approaches to acupressure and diet that can be done by the reader at home. The book colour portraits which accurately chart the meridians and acupressure points.",['Cheryl M. Schwartz'],http://books.google.com/books/content?id=b9XxwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=b9XxwAEACAAJ&dq=Four+Paws,+Five+Directions:+A+Guide+to+Chinese+Medicine+for+Cats+and+Dogs&hl=&cd=1&source=gbs_api",,1996,"http://books.google.nl/books?id=b9XxwAEACAAJ&dq=Four+Paws,+Five+Directions:+A+Guide+to+Chinese+Medicine+for+Cats+and+Dogs&hl=&source=gbs_api",['Nature'],1.0,"""Four Paws, Five Directions"" by Dr. Cheryl Schwartz garners positive feedback for its comprehensive introduction to Traditional Chinese Medicine (TCM) for dogs and cats. Users praise its clear explanations of acupressure, acupuncture, herbs, diets, and the Five Element Theory. The book is considered invaluable for pet owners, veterinarians, and TCM practitioners, providing practical remedies and enhancing understanding of holistic animal care. However, some reviews note that it isn't a ""light read,"" and the acupressure point illustrations may be inadequate for beginners. Despite minor inaccuracies, users find it an essential resource for addressing pet health issues with natural methods."
Old Families of Louisiana,"Part I of this volume contains the genealogical series on Louisiana families written by Charles Patton Dimitry in 1892, and published in weekly installments in the old New Orleans Times-Democrat. Each sketch has been scrupulously edited, corrected and amplified. cf. Avant-propos./ Originally published: New Orleans : Harmanson, 1931.","['Stanley C. Arthur', 'Stanley Clisby Arthur', 'George Campbell Huchet de Kernion']",http://books.google.com/books/content?id=s_ktIUzXwFkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=s_ktIUzXwFkC&printsec=frontcover&dq=Old+Families+of+Louisiana&hl=&cd=1&source=gbs_api,Genealogical Publishing Com,2009-06-01,http://books.google.nl/books?id=s_ktIUzXwFkC&dq=Old+Families+of+Louisiana&hl=&source=gbs_api,['Reference'],2.0,"This collection of reviews captures a mix of positive and negative feedback for a reprinted genealogical book on Louisiana families. Positively, readers appreciated the book's valuable information on New Orleans family histories, especially for genealogical research, and the inclusion of families omitted by previous works. However, critiques focused on the lack of source citations, an inadequate index, incomplete coverage of certain families like Acadian and Creole, and its florid prose. Additionally, the book's paperback reprint from Claitor's was criticized for lacking the original's hardbound quality, making it less suitable for display. Despite its shortcomings, it remains useful for Louisiana researchers."
Thumbs Up Australia: Hitching the Outback,"On the Road meets Down Under in this really rough guide to the adventures of an enthusiastic hitchhiker and his reluctant girlfriend on their quest for the real Australia. Hitching lifts with the desert's dodgiest drivers and taking breaks in the roughest roadhouses, this is Tom Parry's witty, warts-and-all tale of hitchhiking 8,000 miles across - and around - the Australian outback with his thumb, his backpack and his French girlfriend, Katia. As the couple hitch their way around the near empty highways, they encounter as wide a cross-section of Aussie society as you could ever hope to meet. In cattle stations, Aboriginal communities, remote waterholes, caravan parks, hippy communes and roadhouses, they see a country that remains as extraordinary today as it was for the first nineteenth century settlers. Loosely following the routes carved out by the legendary explorers who first traversed the great continent, the couple get to grips with the country's fascinating history. Set against a backdrop of the real Australia - not 'as seen on TV'- ""Thumbs Up Australia"" is full of wonderful anecdotes and endearing tales of some of the country's most idiosyncratic characters, from the grizzled Aboriginal elder with his tales of dreamtime, to an amphetamine-swallowing road train driver. And at the end of their journey, it is ironically Katia who suggests thumbing a lift to the airport!",['Tom Parry'],http://books.google.com/books/content?id=ZAR9DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=ZAR9DAAAQBAJ&printsec=frontcover&dq=Thumbs+Up+Australia:+Hitching+the+Outback&hl=&cd=1&source=gbs_api,Hachette UK,2011-06-14,https://play.google.com/store/books/details?id=ZAR9DAAAQBAJ&source=gbs_api,['Travel'],1.0,"The novel is praised for being a captivating read that explores the less-known regions of Australia, offering a refreshing perspective compared to urban-focused travelogues like Bill Bryson's ""Down Under."" Readers appreciate the book's sense of adventure and wit, finding it both entertaining and contemplative. It is seen as an excellent guide for those interested in rural Australia, and even those typically uninterested in travelogues enjoyed it. The main criticism is the lack of photographs accompanying the narrative. Overall, the book is recommended for its adventurous spirit and insightful exploration of Australia's outback."
Straight A's in Maternal-Neonatal Nursing,This easy-to-read outline review follows the unique two-column Straight A's format that lets students choose how they study to improve test scores and final grades. The interior column outlines key facts for in-depth review; the exterior column lists only the most crucial points for quickest review. Other features include pretest questions at the beginning of each chapter; end-of-chapter NCLEX®-style questions; lists of top items to study before a test; Time-Out for Teaching patient-teaching points; Go with the Flow algorithms; and alerts highlighted in a second color. A bound-in CD-ROM contains hundreds of NCLEX®-style questions—including alternate-item format questions—with answers and rationales.,['Lippincott Williams & Wilkins'],http://books.google.com/books/content?id=MNn_ruRvtMkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=MNn_ruRvtMkC&printsec=frontcover&dq=Straight+A%27s+in+Maternal-Neonatal+Nursing&hl=&cd=1&source=gbs_api,Lippincott Williams & Wilkins,2008,http://books.google.nl/books?id=MNn_ruRvtMkC&dq=Straight+A%27s+in+Maternal-Neonatal+Nursing&hl=&source=gbs_api,['Medical'],1.0,"The book received overwhelmingly positive reviews from nursing students for its effectiveness in improving grades and understanding of challenging topics in maternal-neonatal nursing. Users praised its comprehensive coverage of material taught in lectures, and its included CD with NCLEX-style questions that mirrors exam content, facilitating better test preparation. It is widely recommended for both current and prospective nursing students for its clarity and efficiency in presenting crucial information. The book serves as an effective supplement or alternative to larger, more cumbersome texts. There were no significant negative comments, with users appreciating the book's affordability, condition, and prompt delivery."
Kept for the Master's use,"Though many are familiar with the hymn, ""Take my life and let it be"", few know the story or author behind it. In this book, the hymn writer herself writes for us her thoughts on this famous hymn. She brings us through each phrase of the song, and reveals some personal God-fearing thoughts concerning them. Thus we are able to hear from the writer herself, with the thoughts that inspired each line of this traditional favorite. Kept for the Master's use is more than just a wonderful piece of classic literature. It is a personal testament to what is means to live a life fully submitted and devoted to Jesus Christ. Even if that life is filled with chronic pain in which the author Francis Havergal was. She loved her Master and found real life (in spite of suffering) in a life lived in consecration. This book is strongly recommended to all as a short, sweet devotional; small and handy that can be carried around wherever you go!",['Frances Ridley Havergal'],http://books.google.com/books/content?id=1Pf0ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=1Pf0ngEACAAJ&dq=Kept+for+the+Master%27s+use&hl=&cd=1&source=gbs_api,CreateSpace,2014-01-30,http://books.google.nl/books?id=1Pf0ngEACAAJ&dq=Kept+for+the+Master%27s+use&hl=&source=gbs_api,['Music'],1.0,"""Kept for the Master's Use"" is a devotional book written by hymn writer Frances Havergal, providing an in-depth reflection on the hymn ""Take My Life and Let It Be."" Reviewers praise the book for offering personal insights from Havergal on each line of the hymn, revealing her God-fearing thoughts. It is highlighted as an encouraging and uplifting read, suitable for those seeking to dedicate themselves to a life of devotion to Jesus Christ. The book is commended for its concise format, making it easy to carry and read. Overall, it is highly recommended for its inspirational and heartfelt content."
Ai Yori Aoshi: v. 9,"Against her family's wishes, Aoi Sakuraba decides to marry Kaoru Hanabishi, her love of eighteen years, and they face many obstacles with their families.",['Kou Fumizuki'],http://books.google.com/books/content?id=peTP40kwO9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=peTP40kwO9UC&pg=PA149&dq=Ai+Yori+Aoshi:+v.+9&hl=&cd=1&source=gbs_api,TokyoPop,2004-05-04,http://books.google.nl/books?id=peTP40kwO9UC&dq=Ai+Yori+Aoshi:+v.+9&hl=&source=gbs_api,['Comics & Graphic Novels'],1.0,"The ninth book in the collection is praised for its exceptional drawings and dialogue, with the author continuously developing characters, suggesting future improvements. The storyline highlights Tina spending time with Kaoru, causing Ai to question her feelings. Humor is tempered by Tina's impending return to America, which she hides, opting to enjoy her time instead. Ai experiences Valentine’s Day drama, adding to the comedy. Despite evolving into a harem comedy, the book occasionally offers emotional depth, especially with Tina’s character. While romance is described as juvenile, it remains funny and romantic. However, the book lacks significant character development."
Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul),"Chicken Soup for the Teenage Soul II offers more inspiring stories to help you master the game we call life. Today's teens have ever more issues and social pressures to juggle than young adults just 20 years ago. This book, like its predecessor, can be your guide - a beacon in the darkness, a safe haven in a storm, a warm hug in the cold and a respite from loneliness. There's no preaching as to what you should and shouldn't do. Instead, this book is full of teens sharing their experiences on learning to accept like, becoming the best person you can be, being happy with who you are, and loving yourself - no matter what.","['Jack Canfield', 'Mark Victor Hansen']",http://books.google.com/books/content?id=qchfR69-AeUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qchfR69-AeUC&printsec=frontcover&dq=Chicken+Soup+for+the+Teenage+Soul+II+(Chicken+Soup+for+the+Soul)&hl=&cd=1&source=gbs_api,Simon and Schuster,2012-08-14,https://play.google.com/store/books/details?id=qchfR69-AeUC&source=gbs_api,['Self-Help'],8.0,"The reviews for ""Chicken Soup for the Teenage Soul II"" are largely positive, with readers praising its relatable, inspiring stories written by and for teenagers. Many found the book uplifting and enjoyable, appreciating its structure that allows readers to pick stories based on interest. Several reviewers highlighted their favorite sections, such as those on relationships and personal growth, noting that the book helped them deal with real-life challenges. However, some expressed disappointment, preferring the first book and finding certain stories repetitive or less engaging. Overall, the book is recommended for teens seeking understanding and comfort through shared experiences."
The Losers (Vol.1): Ante Up,"Like a Hell-born Harry Potter, mage-in-the-making Timothy Hunter finds himself as the nexus for overlapping alternate universes, where a forthcoming war has spilled out over the Earth and its shade reality, Faerie. This mystic apocalypse will span the cosmos and wrench Tim into a reality that brings with it all the psychological horrors and blood-red savagery of a universe gone mad!",['Si Spencer'],http://books.google.com/books/content?id=yDzuPneC_zQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yDzuPneC_zQC&q=The+Losers+(Vol.1):+Ante+Up&dq=The+Losers+(Vol.1):+Ante+Up&hl=&cd=1&source=gbs_api,Vertigo,2005,http://books.google.nl/books?id=yDzuPneC_zQC&dq=The+Losers+(Vol.1):+Ante+Up&hl=&source=gbs_api,['Comics & Graphic Novels'],3.0,"""The Losers,"" a graphic novel series by Andy Diggle and illustrated by Jock, receives mixed reviews across various factors. Many reviewers praise Diggle's sharp, cinematic dialogue and plot, likened to a thrilling action movie, with vibrant visuals that complement the intense storyline. Characters are described as engaging and likable, contributing to its must-read status among fans of action and espionage tales. However, some criticize the narrative as formulaic and cliché, with characters considered one-dimensional. Opinions on the artwork are divided, with some appreciating its style, while others find it lacking in visual storytelling skill. Overall, ""The Losers"" is recommended for its entertainment value but not hailed as groundbreaking."
Volcano: A Memoir of Hawai'i,"Part memoir, part Japanese American family chronicle, part luminous work of natural history, Volcano tells what happened when Hongo returned to his birthplace in Hawai'i, as a young man, to reclaim its dreamlike landscape and his own elusive past. A magnificant evocation of heritage and place.",['Garrett Hongo'],http://books.google.com/books/content?id=VFAIEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=VFAIEAAAQBAJ&printsec=frontcover&dq=Volcano:+A+Memoir+of+Hawai%27i&hl=&cd=1&source=gbs_api,Vintage,2020-12-16,https://play.google.com/store/books/details?id=VFAIEAAAQBAJ&source=gbs_api,['Travel'],3.0,"The book is an introspective journey exploring one man's soul rather than a true natural history of Hawaii. While it features poetic writing and self-revelation, the natural history elements serve more as metaphors. Positive feedback highlights its emotional depth and resonance for those on personal quests for meaning. However, criticism arises from expectations of a memoir, noting the author's limited knowledge of Hawaii due to leaving at a young age. The lack of character development and real connections to his past detracts from the memoir's impact, making the spiritual reflections feel somewhat hollow and contrived."
"Our Young Family: The Descendants of Thomas and Naomi Hyatt Young, Wilson and Elizabeth Hughes Young, Moses Young, African American Youngs","This genealogy is the culmination of 45 years of research by best-selling author Perry Young. Containing more than 15,000 names in the index and more than 450 photographs, along with hundreds of stories, memoirs, letters, and documents.",['Perry Deane Young'],http://books.google.com/books/content?id=0SOWxg9GO7gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=0SOWxg9GO7gC&printsec=frontcover&dq=Our+Young+Family:+The+Descendants+of+Thomas+and+Naomi+Hyatt+Young,+Wilson+and+Elizabeth+Hughes+Young,+Moses+Young,+African+American+Youngs&hl=&cd=1&source=gbs_api",The Overmountain Press,2003,"http://books.google.nl/books?id=0SOWxg9GO7gC&dq=Our+Young+Family:+The+Descendants+of+Thomas+and+Naomi+Hyatt+Young,+Wilson+and+Elizabeth+Hughes+Young,+Moses+Young,+African+American+Youngs&hl=&source=gbs_api",['Reference'],1.0,"The book on Southern Appalachia's genealogy, particularly focusing on the Young family, offers valuable historical insight and entertaining stories, appealing to both Young family members and those interested in the region's history. Michael Joslin highlights its meticulous documentation and engaging tales, while Joy Franklin praises it for its intensely personal portrayal of regional history, surpassing fiction in its compelling narrative. Additionally, the book serves as a useful resource for genealogy enthusiasts, as demonstrated by a reader who found it invaluable for resolving a long-standing research challenge, despite not being directly related to the author's lineage. Overall, feedback is overwhelmingly positive."
